time,open,high,low,close,volume
2021-07-29 23:59:59.999,2300.58000000,2400.24000000,2266.15000000,2383.03000000,10211.51733000
2021-07-30 23:59:59.999,2382.98000000,2471.05000000,2316.16000000,2460.32000000,15853.37458000
2021-07-31 23:59:59.999,2461.50000000,2553.20000000,2420.36000000,2531.01000000,10532.33931000
2021-08-01 23:59:59.999,2531.88000000,2697.43000000,2511.64000000,2556.79000000,19417.48872000
2021-08-02 23:59:59.999,2555.98000000,2665.76000000,2506.26000000,2606.52000000,17807.44575000
2021-08-03 23:59:59.999,2606.55000000,2632.67000000,2444.40000000,2508.57000000,19093.52889000
2021-08-04 23:59:59.999,2508.74000000,2770.51000000,2458.23000000,2725.62000000,23251.37242000
2021-08-05 23:59:59.999,2725.39000000,2843.78000000,2526.07000000,2828.03000000,34393.01214000
2021-08-06 23:59:59.999,2828.00000000,2947.33000000,2720.38000000,2892.29000000,12077.55434000
2021-08-07 23:59:59.999,2892.86000000,3171.00000000,2865.00000000,3159.75000000,16384.35952000
2021-08-08 23:59:59.999,3161.32000000,3190.00000000,2945.90000000,3012.65000000,14751.69797000
2021-08-09 23:59:59.999,3011.38000000,3186.86000000,2890.62000000,3162.73000000,13806.00304000
2021-08-10 23:59:59.999,3162.58000000,3232.49000000,3051.96000000,3141.93000000,10725.47762000
2021-08-11 23:59:59.999,3141.14000000,3274.08000000,3120.49000000,3161.22000000,9875.57228000
2021-08-12 23:59:59.999,3160.33000000,3238.59000000,2979.58000000,3044.39000000,10621.85575000
2021-08-13 23:59:59.999,3048.07000000,3328.22000000,3034.59000000,3322.03000000,8890.01514000
